content_id,source,url,text,phases
m12s,Game8 (ゲームエイト) - ヘビー級零式4層前半 ぬけまる様式 (散開・スローターシェッド),https://game8.jp/ff14/756439,"/p 〈散開〉T　　T
/p 　　★D1 HH D2 ★
/p 　　　D3　　 D4
/p ■細胞付着：終期　AoE左上から外周沿い捨て
/p 線：中央集合→TH:西、D:東
/p ■スローターシェッド　詠唱中集合：TH：A　DPS：タゲサ先
/p 散会組：H1 MT | MT H1　D3 D1 | D1 D3
/p 　 　　　H2 S T | S T H2　D4 D2 | D2 D4
",p1
m12s,Game8 (ゲームエイト) - ヘビー級零式4層後半 (マクロは外部リンク参照),https://game8.jp/ff14/757988,,p2
m12s,Lodestone Sr Odin - 「ヘビー級零式4層後半 アルカディアンドリーム用 ぬけまる改良版」,https://na.finalfantasyxiv.com/lodestone/character/39631700/blog/5649775/,"# 抜粋 (実際の本文は Lodestone を参照)
/e -----
/e [A] ●頭割り
/e 入替ペア -> [2]
/e 頭割りは[3]
/mk attack4 <me>
/micon A fieldmarking
# ... (続きは Lodestone URL を参照)
",p2
m12s,Lodestone Ku Yuri - 「４層後半アルカディアンドリーム 自分用メモとコールマクロ（処理法ぬけまる）」,https://na.finalfantasyxiv.com/lodestone/character/22717408/blog/5651169/,"# 抜粋 (実際の本文は Lodestone を参照)
/p -十字から-------------
/p MT組：A→扇よけ→1→扇よけ
/p ST組：D→扇よけ→4→扇よけ
/p -X字から-------------
/p MT組：1→扇よけ→A→扇よけ
/p ST組：4→扇よけ→D→扇よけ
# ... (続きは Lodestone URL を参照)
",p2
m9s,Game8 (ゲームエイト) - ヘビー級零式1層 ぬけまる式,https://game8.jp/ff14/754895,"/p 【ヴァンプストンプ】
/p 　D3　 MT 　 D4　近：コウモリ1後
/p 　 　 D1 　D2
/p 　H1　 ST　　H2
/p 【エーテルレッティング】
/p 　 　MT　D4 　 　 最外周扇間捨て
/p 　D3　　 　 H2 　 中央安置集合
/p 　H1　　 　 D2
/p 　 　D1　ST
/p 【茨塔】 北から時計回り　T＞近＞遠＞H
/p 《ロール》　 《頭割り》
/p 　 塔 塔 　 　　 塔 塔
/p 　D ★ H　 　 　 ★
/p 塔　 T　塔　 塔　全　塔
/p 【バットデスマッチ】北西:MT組 南東:ST組
",p1
m1s,Game8 (ゲームエイト) - アルカディア零式ライトヘビー級1層 犬丸式,https://game8.jp/ff14/630292,"/p 　【基本散開】 　 　｜【扇範囲誘導】(全てボス基準)
/p 　D3 　MT 　D4 　 ｜ 　 　 　 MTD3
/p 　H1　ボス　H2 　｜　H1D1 　ボス 　H2D4
/p 　D1 　ST 　D2 　 ｜　 　 　 　STD2
/p 【クアドラプルネイル】（十字固定処理）
/p 　先:TH　後:DPS　※ペア割は扇誘導位置から反時計に動く
/p 【4:4頭割り・衝撃波】（衝撃波は東西散開）
/p 　北/西:MTH1D1D3　南/東:STH2D2D4
/p 【スプレッドネイル】
/p 　 　 　ボス
/p 　T 　 　D　 　H
/p 【レイニングキャッツ】(タンク無敵)
/p 　北西:MT→MT(無敵)→MT(無敵)→D1　南側タゲサ：H1D1D2
/p 　北東:ST →ST(無敵) →ST(無敵) →D2 　 南側外周：H2D3D4
",p1
m2s,Game8 (ゲームエイト) - アルカディア零式ライトヘビー級2層 ぬけまる版,https://game8.jp/ff14/630353,"/p ■基本散開
/p D3 MT D4　 　D3 D4 　 　MT/D3 　ST/D4
/p H1 ☆ H2 　 　 MT ST 　 　 H1/D1 　 D2/H2
/p D1 ST D2 　 　 D1 D2
/p 　 　 　 　 　 　H1 H2
/p ■1stライヴ
/p 近接：♡2（頭割り処理）　遠隔：♡3
/p ■2ndライヴ
/p ♡0：中心→北→TH西、DPS東で頭割り
/p ♡1：南待機→AOE対象者は捨てる 塔:TH 北/西 DPS南/東
/p ■毒捨て　TH：北西、DPS：南東
/p ■3rdライヴ
/p デバフ捨て、塔踏みはペア割基準
/p ■ブラックハート
/p 8方向散開　HPが戻り次第、早いペア順に中央集合
",p1
m3s,Game8 (ゲームエイト) - アルカディア零式ライトヘビー級3層 ぬけまる版 (基本散開・4/8 ウェイ・ボンバリアンボム・零式フューズ),https://game8.jp/ff14/630870,"/p ■基本散開ーーーーーー■4ウェイーーーーーー
/p 　D3 MT D4 　 　 　 　MT/D3 　 　 H2/D4
/p 　H1 ★ H2 　 　 　 　 　 　 　 　★
/p 　D1 ST D2 　 　 　 　 H1/D1 　 　 ST/D2
/p ■8ショックーーーーー■4ショックーーーーーー
/p 　 MT　★　ST　 　 　 　 　 　 　 　★
/p 　 　D1　D2 　 　 　 　 　 MT/D1 　 D2/ST
/p D3　H1　H2　D4 　 　 　D3/H1 　 H2/D4
/p ■ボンバリアンボム(ノックバック塔)ーーーーー
/p 　1塔目　北西：近接、南東：遠隔
/p 　2塔目　ボスを見て左側：MT組、右側：ST組
/p ■零式フューズボムー※単体の長ボムを北に見る
/p 1回目短　 　北H1/D3 ┃H1/D3　MT/D1
/p 　MT/D1 　 　 　 　 　┃ 　 　 　 　 　 ST/D2
/p 　H2/D4 ST/D2 　 　 ┃ 2回目長 　 　 H2/D4
",p1
m3s,Game8 (ゲームエイト) - アルカディア零式ライトヘビー級3層 ぬけまる版 (フューズフィールド・ボンバリアンスペシャル・極盛り式),https://game8.jp/ff14/630870,"/p ■フューズフィールドーーーーーーーーーーー
/p 　Aから時計回りで探す 短→長
/p 　MT→ST→H1→H2　D1→D2→D3→D4
/p ■ボンバリアンスペシャルーーーーーーーーー
/p 8ショック/基本散開
/p 4ショック/ペアX受け
/p ■極盛り式スピニングファイヤー(アタッチ)ーー
/p 　D3　MT　D4
/p 　D1 　★ 　D2
/p 　H1　ST　 H2
",p1
m4s,Game8 (ゲームエイト) - アルカディア零式ライトヘビー級4層前半 ぬけまる版 (Ver.2.1),https://game8.jp/ff14/631136,"/p ■縦散開ーーーー■円輪・輪円（DN式）ーーーーーー
/p D3 D4 　 　 　 　D3 MT D4
/p MT ST 　 　 　 　D1 ☆ D2
/p D1 D2 　 　 　 　H1 ST H2
/p H1 H2
/p ■エレクトロープ1回目ーーーーーーーーーーーーー
/p MT D2 D4 　 　| ☆　ST/D2 H2/D4
/p D1 ST H2 　 　| MT/D1
/p D3 H1 角 　 　 | H1/D3
/p ■エレクトロープ2回目
/p 基本散開 　 　 　|多 ■■■ 多 　 西：TH 東：DPS
/p D3 MT D4 　 　|■ 　 ■ 　 ■ 　 22秒：3回 or 2回
/p H1 ☆ H2 　 　 |少 　 ■ 　 少 　 42秒：2回 or 1回
/p D1 ST D2 　 　 |■ ■ 他 ■ ■
",p1
m4s,Game8 (ゲームエイト) - アルカディア零式ライトヘビー級4層前半 ぬけまる版 (ペア散開・ストリーム・移植),https://game8.jp/ff14/631136,"/p ・ペア散開 　 　 　 　 　 　 ・散開(北基準)
/p TH多：B,D 　DPS多：中央 | 　 　 　D3
/p TH少：A　 　DPS少：C 　 |　MT　 　 　H1
/p 　 　 　 　 　 　 　 　 　 　|　☆D1　ST
/p 　 　 　 　 　 　 　 　 　 　| 　 D2　 　 　H2
/p 　 　 　 　 　 　 　 　 　 　| 　 　 　D4
/p ■ストリームーーーーーーエレクトロープ移植※ボス基準
/p 　 紫 　 　 　 　 　 　 　 ｜
/p 　誘電 　 　 　 　 　 　 　| 　D3/MT　 ST/D4
/p 青 　 　青 ※TH外側 　 　| 　 　 　 　☆
/p 青 　 　青 ※DPS内側　 　| 　 H1/D1 　D2/H2
/p 　誘電 　 　 　 　 　 　 ※時計→反時計で往復
/p 　 紫
",p1
m4s,Game8 (ゲームエイト) - アルカディア零式ライトヘビー級4層後半 ぬけまる版,https://game8.jp/ff14/631340,"/p ■ウィケッドブレイズ（エクサ）
/p 西 : MT組　東 : ST組
/p ■マスタードボム
/p D1 MT ST D2 　 　 　 　デバフ受取優先順位
/p D3 H1 H2 D4 　 　MT←D1D3H1 H2D4D2→ST
/p ■夜半ーーーー■剣の雨ーーー■剣の舞ーーーーー
/p 　 MT　D2 　 　 | MT　ST　|　MT/D1　ST/D2
/p D1 　 　 　ST 　 | D1　D2　|
/p H1　 　 　D4 　| H1　H2　|　H1/D3　H2/D4
/p 　 D3　H2 　 　 | D3　D4　|
/p ■日出
/p 　《塔》 　 　 　 　 　 《誘導》
/p TH：南・西 　 　 　 　TH：11時から反時計
/p DPS：北・東 　 　 　 DPS：12時から時計
",p2
fru,りりーどーる (P1 - リリド式 / 優先HTD・STD4入替・塔キャス固定),https://ffxiv.link/0122122,"/p P1(優先HTD/STD4入替/塔キャス固定)
/p ■基本散開 　｜■全ての優先度
/p D3 MT D4 　｜北/西←H1H2MTSTD1D2D3D4→南/東
/p H1 ☆ H2　 ペア：TH反時計、DPS時計
/p D1 ST D2　散開：全員時計回り(遠隔離れる)
/p ■楽園絶技(STD4入替/※爆印MTだけ寄る)
/p 　MT組 A-3　　　ST組 1-C
/p 　　／  H1 ＼　　　／  H2 ＼
/p 　／D1MTD3＼　／D2STD4 ＼
/p 手を挙げたら前に出る(対角の人が動いた場合も)
/p ■転輪召
/p TH北/DPS南：線ロール内で被り時MTD1調整
/p ■シンソイルセヴァー※ボス南整列
/p 奇数：D/偶数：B(ボスタゲサ上で線処理)
/p 線は外周(東西)に扇誘導/無色の雷優先：北H>T>D南
/p 【バーンストライク(塔)】フィールド北(上)基準
/p 上MT 下ST ｜ 塔 上:H1 中:H2 下:D4
/p 人数調整優先度 上 D1＞D2＞D3 下
",p1
fru,りりーどーる (P2 - 基本イディル / 暴走HT / ノクバマカ色＆バニシュガ2ペア変更),https://ffxiv.link/0122122,"/p P2(基本イディル/暴走HT/ノクバマカ色＆バニシュガ2ペア変更)
/p 【DD】基本散開から時計回り調整
/p D3 MT D4 |扇誘導:1,3枚目(スプリント)
/p H1 ☆  H2  |AoE:2枚目(アクス時、外周端捨て)
/p D1 ST D2  |ノックバック:MT組 D-1/ST組 B-3
/p 基本時計回り移動/1つ時計回りに白リーンがいたら反時計
/p 【鏡の国】　 |【鏡の国：赤鏡】
/p 　D1　D2　 |　　MT 赤 ST  | MT赤ST
/p MT　●　ST  |H1　    D1D2 | D1D2　    H2
/p 　　　　　　 |赤 D3　 　　  |　　　   D4 赤
/p 　D3　D4     |H2D4　　　   |　　      D3H1
/p H1　青　H2 |※近いor時計回りの赤鏡に近接移動
/p 【バニシュガ1】大球：赤鏡散開でペア受け
/p 近接ペア：MT/D1　ST/D2
/p 遠隔ペア：H1/D3　H2/D4
/p 【光の暴走】
/p H1H2MTST　 ①-②-③｜調整：ST/D4
/p 　　 ●　　　→│ ● │｜②⑤入れ替え
/p D1D2D3D4     ⑥-⑤-④｜④⑥入れ替え
/p 　　　　　　   ⑤　　   ｜AoE：1,3の内側から時計周り
/p ①-②-③　①　　　③　｜【バニシュガ2】
/p │ ● │→　　 ●　　   ｜大球：X字ペア
/p ⑥-⑤-④　④　　　⑥　｜MT/D3　H2/D4
/p 　　　　　　   ②　　   ｜H1/D1　 ST/D2
/p 【雑魚フェーズ】
/p 　　　MT　　    ｜近接：円AoE誘導
/p 　  D3　  H2      ｜　　：誘導する光水晶を攻撃
/p D1　　　　  D2 ｜　　：ボス本体に近接LB3
/p 　  H1　  D4      ｜遠隔：扇誘導
/p 　　　ST　　　  ｜　　：時計回りの光水晶を攻撃
",p2
fru,りりーどーる (P3 - アポカリ最初の安置基準 / TH赤紫DPS黄青),https://ffxiv.link/0122122,"/p P3(アポカリ[最初の安置基準]TH赤紫/DPS黄青)
/p 【時間圧縮・絶】跡部王国改(ぽにこねさん)
/p 　　　遅③/氷　　     ｜△頂点の黄時計基準
/p 　  早①　　  早②　   ｜ファイガ/ブリザガ付与
/p 中①　　　　　　中②｜→秒数に応じてマクロ使用
/p   　遅① 　　遅②        ｜→付与マーカー方向を担当
/p 　　　早③/氷    　     ｜
/p 【アポカリプス】※基本TH4人とDPS4人で組分け
/p TH組  ：交代>MTSTH1H2>交代なし
/p DPS組：交代>D1D2D3D4>交代なし
/p 担当色マーカー：TH組 D-1(赤紫)/DPS組 B-3(黄青)
/p 頭割り1回目：TH組 4-A間/DPS組 2-C間
/p 最初の安置の担当色マーカーで散開
/p 散開優先度Z字:内側左<D12 MTST D3H1他<外側右
/p 【暗夜の舞踏技】ボス見てTH組：左/DPS組：右
",p3
fru,りりーどーる (P3 - アポカリ基準 / 1個目のアポカリ基準 / TH赤紫DPS黄青),https://ffxiv.link/0122122,"/p P3(アポカリ[1個目のアポカリ基準]TH赤紫/DPS黄青)
/p 【時間圧縮・絶】跡部王国改(ぽにこねさん)
/p 　　　遅③/氷　　     ｜△頂点の黄時計基準
/p 　  早①　　  早②　   ｜ファイガ/ブリザガ付与
/p 中①　　　　　　中②｜→秒数に応じてマクロ使用
/p   　遅① 　　遅②        ｜→付与マーカー方向を担当
/p 　　　早③/氷    　     ｜
/p 【アポカリプス】※基本TH4人とDPS4人で組分け
/p TH組  ：交代>MTSTH1H2>交代なし
/p DPS組：交代>D1D2D3D4>交代なし
/p 担当色マーカー：TH組 D-1(赤紫)/DPS組 B-3(黄青)
/p 頭割り1回目：TH組 4-A間/DPS組 2-C間
/p 1枚目範囲の担当色マーカー左右の安置側で散開
/p 散開優先度Z字:内側左<D12 MTST D3H1他<外側右
/p 【暗夜の舞踏技】ボス見てTH組：左/DPS組：右
",p3
fru,りりーどーる (P4 - ぬけまる扇前 / アクモーン1:7 / 赤爆走アムレンY字),https://ffxiv.link/0122122,"/p P4(扇前調整/アクモーン1:7/赤爆走アムレンY字/attack meマクロ)
/p 基本担当：MT組⇒ミトロン/ST組⇒闇の巫女
/p 【光と闇の竜詩】
/p 北：H1H2MTST 南北で整列
/p 南：D1D2D3D4
/p (四角型)　　　　|(砂時計)　　　  |扇誘導
/p  HーーT  TとD②| HーーT TとD①| H　　T
/p │　　│　  入替| 　 X　　　入替|　  ●
/p D①ーD②　　    |D①ーD② 　　  |←D1234→
/p ■頭割り：南北の4:4で処理
/p ※南北の片側に頭割りが偏った場合
/p ⇒扇誘導頭割りが扇誘導の前に調整
/p ■宵闇の舞踏技：タンク無敵で2回とも受ける
/p ■アクモーン1:7受け
/p 1回目：MT/2回目：ST/他：中央
/p 【時間結晶】
/p 赤ブリザガ/エアロガ優先度(西←H1MTSTD1D2D3D4H2→東)
/p A基準/エラプと他担当は紫線に合わせて移動
/p 　　　       A　　　　　  |赤氷：東西で待機して竜とぶつかる
/p 　  エラプ　エラプ　　　 |⇒ エラプ側は氷発動後頭割りへ/無い側はスプリントで北安置へ
/p 赤氷①　　　　　赤氷②|エラプ+他+氷で頭割り
/p   　風①+他  風②+他　   |風：南で竜がすれ違う前にぶつかる
/p ----------------------------------
/p ④　　　① |青デバフ：attack meマクロ
/p 　③　②　 |2人同時に押して付かなかった場合はもう1回押す
/p ■リターン置き(南北波が来た方に全員寄る)
/p 左前：MT/右前：ST/中央少し前：他
/p ■テイカー散開⇒波が来た南北基準で基本散開(タンクはAを避けて外周側に)
/p リターン残り5秒で軽減、残り2秒でアムレン
/p ※バリア＆軽減3枚以上必要[動画ではレンジ,BH,PH(無いならタンク)軽減]
",p4
fru,りりーどーる (P5 - ぬけまる最終フェーズ),https://ffxiv.link/0122122,"/p P5最終フェーズ(ぬけまる)
/p 【光塵の剣】
/p アクモーン(ボス基準)：MT組左/ST組右
/p 【パラダイスリゲインド】1個目の塔を6時として見る
/p 塔踏み(スプリント)
/p H⇒6時塔/D12⇒待機場所じゃない方の塔/D34⇒待機場所の塔
/p 光先：MT→6時塔真逆(12時)で受けてボス真下で線処理
/p 　　　ST→4時で離れて線処理
/p 闇先：MT→6時塔真逆(12時)で受けて離れて線処理
/p 　　　ST：ボス真下(8時寄り)で線処理
/p 【星霊の剣】※先頭で受けた後以降反対側で受ける
/p スタート時(ボス基準)：左下MT組/右下ST組
/p 先頭受け：T→D12→D34→H
/p 【パンドラの櫃】タンクLB3
/p 詠唱バー「パン[ﾀﾝｸLB]ドラの櫃」目安
",p5
fru,ふうcだよ FF14情報サイト - 絶もうひとつの未来（絶エデン）マクロ,https://fuucdayo.com/macro/5618/,,"p1, p2, p3, p4, p5"
